MobyGames Name,Master_ID,,Game Title,MobyGames Game ID,MobyGames URL,Release year,Price,Price(n/a=0),moby score,Second_hand_Available_all,Second_hand_over100$,Available_New_distribution,New_distribution_only(no second hand),Category,カテゴリ名,count_dummy,Available?,Source of availability,Availability notes,Platform,Product code,Why omitted?,,
final-fantasy-tactics-advance,3090,Game_boy_Advance,Final Fantasy Tactics Advance,10325,http://www.mobygames.com/game/final-fantasy-tactics-advance,2003,10.01,10.00500956,8.1,1,0,0,0,1,A: 中古流通のみ,1,N,,Previously available on Wii U Virtual Console.,,,,,
final-fantasy-v-advance,3091,Game_boy_Advance,Final Fantasy V Advance,61502,http://www.mobygames.com/game/final-fantasy-v-advance,2006,25.2,25.20302831,8.1,1,0,0,0,1,A: 中古流通のみ,1,N,,"This version of Final Fantasy V contains significant new content, such as new character classes and a new dungeon area with unique encounters, which are not available in current releases of the game.",,,,,
final-fight,3092,Game_boy_Advance,Final Fight,5088,http://www.mobygames.com/game/final-fight,2001,3.79,3.78892111,7.5,1,0,0,0,1,A: 中古流通のみ,1,N,,"Enhanced version of Final Fight with unique features, levels, and characters. Previously available on Wii U Virtual Console.",,,,,
fire-emblem,3093,Game_boy_Advance,Fire Emblem,11200,http://www.mobygames.com/game/fire-emblem,2003,4.99,4.988393342,8.2,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,,Available or will be available on Nintendo Switch Online.,,,,,
fire-emblem-the-sacred-stones,3094,Game_boy_Advance,Fire Emblem: The Sacred Stones,17966,http://www.mobygames.com/game/fire-emblem-the-sacred-stones,2004,11.06,11.06336741,8.1,1,0,0,0,1,A: 中古流通のみ,1,N,,Previously available on Wii U Virtual Console.,,,,,
fire-hoops,3095,Game_boy_Advance,Fire Hoops,31300,http://www.mobygames.com/game/fire-hoops,2002,,0,,0,0,0,0,0,F:入手困難,1,N,,Pokemon e-Reader game,,,,,
fire-pro-wrestling,3096,Game_boy_Advance,Fire Pro Wrestling,30379,http://www.mobygames.com/game/fire-pro-wrestling,2001,,0,6.7,0,0,0,0,0,F:入手困難,1,N,,"Unique to platform, different from currently available Fire Pro game (Wrestling World)",,,,,
fire-pro-wrestling-2,3097,Game_boy_Advance,Fire Pro Wrestling 2,23535,http://www.mobygames.com/game/fire-pro-wrestling-2,2002,9.9,9.899173775,7.6,1,0,0,0,1,A: 中古流通のみ,1,N,,"Unique to platform, different from currently available Fire Pro game (Wrestling World)",,,,,
flower-power,3098,Game_boy_Advance,Flower Power,31296,http://www.mobygames.com/game/flower-power,2001,160.03,160.0307629,,1,0.5,0,0,1.5,B:プレミア中古,1,N,,Pokemon e-Reader game,,,,,
follow-hoothoot,3099,Game_boy_Advance,Follow Hoothoot,31520,http://www.mobygames.com/game/follow-hoothoot,2002,,0,,0,0,0,0,0,F:入手困難,1,N,,Pokemon e-Reader game,,,,,
ford-racing-3_,3100,Game_boy_Advance,Ford Racing 3,31592,http://www.mobygames.com/game/ford-racing-3_,2005,2,2.0038242,5.8,1,0,0,0,1,A: 中古流通のみ,1,N,,Distinct from console/pc versions (different dev),,,,,
fortress_,3101,Game_boy_Advance,Fortress,28137,http://www.mobygames.com/game/fortress_,2001,1.11,1.114803604,6.6,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
fosters-home-for-imaginary-friends,3102,Game_boy_Advance,Foster's Home for Imaginary Friends,42747,http://www.mobygames.com/game/fosters-home-for-imaginary-friends,2006,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
franklins-great-adventures,3103,Game_boy_Advance,Franklin's Great Adventures,69469,http://www.mobygames.com/game/franklins-great-adventures,2006,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
frogger-advance-the-great-quest,3104,Game_boy_Advance,Frogger Advance: The Great Quest,12558,http://www.mobygames.com/game/frogger-advance-the-great-quest,2002,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
froggers-adventures-2-the-lost-wand,3105,Game_boy_Advance,Frogger's Adventures 2: The Lost Wand,12567,http://www.mobygames.com/game/froggers-adventures-2-the-lost-wand,2002,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
froggers-adventures-temple-of-the-frog,3106,Game_boy_Advance,Frogger's Adventures: Temple of the Frog,6442,http://www.mobygames.com/game/froggers-adventures-temple-of-the-frog,2001,,0,6.9,0,0,0,0,0,F:入手困難,1,N,,,,,,,
froggers-journey-the-forgotten-relic,3107,Game_boy_Advance,Frogger's Journey: The Forgotten Relic,12566,http://www.mobygames.com/game/froggers-journey-the-forgotten-relic,2003,,0,6.5,0,0,0,0,0,F:入手困難,1,N,,,,,,,
gadget-racers,3108,Game_boy_Advance,Gadget Racers,5312,http://www.mobygames.com/game/gadget-racers,2001,2,19.99590768,6.9,1,0,0,0,1,A: 中古流通のみ,1,N,,localization of Choro Q Advance,,,,,
galidor-defenders-of-the-outer-dimension,3109,Game_boy_Advance,Galidor: Defenders of the Outer Dimension,9267,http://www.mobygames.com/game/galidor-defenders-of-the-outer-dimension,2002,0.99,0.987800662,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
garfield-and-his-nine-lives,3110,Game_boy_Advance,Garfield and his Nine Lives,49611,http://www.mobygames.com/game/garfield-and-his-nine-lives,2006,11.9,11.89594226,5.8,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
garfield-the-search-for-pooky,3111,Game_boy_Advance,Garfield: The Search for Pooky,17628,http://www.mobygames.com/game/garfield-the-search-for-pooky,2004,3.78,3.781865391,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
gauntlet-dark-legacy_,3112,Game_boy_Advance,Gauntlet: Dark Legacy,69104,http://www.mobygames.com/game/gauntlet-dark-legacy_,2002,5.99,5.990305442,5.2,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
gekido-advance-kintaros-revenge,3113,Game_boy_Advance,Gekido Advance: Kintaro's Revenge,65966,http://www.mobygames.com/game/gekido-advance-kintaros-revenge,2002,,0,,0,0,1.2,1.3,1.2,C:正規デジタル流通のみ,1,Y,,"Ported to Switch, PS4, XBO, PC in 2018 (https://store.steampowered.com/app/1032340/Gekido_Kintaros_Revenge/)",,,,,
gem-smashers,3114,Game_boy_Advance,Gem Smashers,68354,http://www.mobygames.com/game/gem-smashers,2003,18.87,18.87404836,,1,0,0,0,1,A: 中古流通のみ,1,N,,"Remade multiple times, currently available on modern consoles--current versions use completely different art assets",,,,,
ghost-rider__,3115,Game_boy_Advance,Ghost Rider,46282,http://www.mobygames.com/game/ghost-rider__,2007,6.29,6.29370136,6.6,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
go-poliwrath,3116,Game_boy_Advance,"GO, Poliwrath",31301,http://www.mobygames.com/game/go-poliwrath,2001,,0,,0,0,0,0,0,F:入手困難,1,N,,Pokemon e-Reader game,,,,,
godzilla-domination,3117,Game_boy_Advance,Godzilla: Domination!,9061,http://www.mobygames.com/game/godzilla-domination,2002,22.23,22.23257061,6,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
golden-nugget-casino,3118,Game_boy_Advance,Golden Nugget Casino,139360,http://www.mobygames.com/game/golden-nugget-casino,2004,0.99,0.987800662,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
golden-sun,3119,Game_boy_Advance,Golden Sun,5413,http://www.mobygames.com/game/golden-sun,2001,8,8.001185361,8.1,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,,Available or will be available on Nintendo Switch Online.,,,,,
golden-sun-the-lost-age,3120,Game_boy_Advance,Golden Sun: The Lost Age,8962,http://www.mobygames.com/game/golden-sun-the-lost-age,2002,11,10.99986594,8.2,1,0,0,0,1,A: 中古流通のみ,1,N,,Previously available on Wii U Virtual Console.,,,,,
golf,3121,Game_boy_Advance,Golf,7316,http://www.mobygames.com/game/golf,2003,,0,6.2,0,0,1.2,1.3,1.2,C:正規デジタル流通のみ,1,Y,,"Port of NES game, currently available on Switch https://www.nintendo.com/store/products/arcade-archives-golf-switch/",,,,,
gradius-galaxies,3122,Game_boy_Advance,Gradius Galaxies,5310,http://www.mobygames.com/game/gradius-galaxies,2001,,0,7.2,0,0,0,0,0,F:入手困難,1,N,,"Unique to GBA, not a port",,,,,
grand-theft-auto-advance,3123,Game_boy_Advance,Grand Theft Auto Advance,15752,http://www.mobygames.com/game/grand-theft-auto-advance,2004,,0,,0,0,0,0,0,F:入手困難,1,N,,"Unique to GBA, not a port",,,,,
gremlins-stripe-vs-gizmo,3124,Game_boy_Advance,Gremlins: Stripe Vs. Gizmo,28763,http://www.mobygames.com/game/gremlins-stripe-vs-gizmo,2002,17,16.9972271,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
gt-advance-2-rally-racing,3125,Game_boy_Advance,GT Advance 2: Rally Racing,9053,http://www.mobygames.com/game/gt-advance-2-rally-racing,2002,0.99,0.987800662,7.5,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
gt-advance-3-pro-concept-racing,3126,Game_boy_Advance,GT Advance 3: Pro Concept Racing,9054,http://www.mobygames.com/game/gt-advance-3-pro-concept-racing,2003,5.95,5.947971128,7.4,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
gt-advance-championship-racing,3127,Game_boy_Advance,GT Advance Championship Racing,6311,http://www.mobygames.com/game/gt-advance-championship-racing,2001,1.97,1.968545605,7.4,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
guilty-gear-x,3128,Game_boy_Advance,Guilty Gear X,5076,http://www.mobygames.com/game/guilty-gear-x,2002,5.5,5.50346083,7.7,1,0,0,0,1,A: 中古流通のみ,1,N,,"Port with downgraded assets, AI, unique controls. Even if it's not considered a unique game, original console and PC releases are not readily available.",,,,,
gumby-vs-the-astrobots,3129,Game_boy_Advance,Gumby vs. the Astrobots,43931,http://www.mobygames.com/game/gumby-vs-the-astrobots,2005,21.99,21.99267616,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
gunstar-super-heroes,3130,Game_boy_Advance,Gunstar Super Heroes,21631,http://www.mobygames.com/game/gunstar-super-heroes,2005,1.76,1.763929753,8,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
hamtaro-ham-ham-games,3131,Game_boy_Advance,Hamtaro: Ham-Ham Games,71279,http://www.mobygames.com/game/hamtaro-ham-ham-games,2004,13.33,13.32825322,7,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
hamtaro-ham-ham-heartbreak,3132,Game_boy_Advance,Hamtaro: Ham-Ham Heartbreak,8607,http://www.mobygames.com/game/hamtaro-ham-ham-heartbreak,2002,14.99,14.98634718,7.5,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
hardcore-pinball,3133,Game_boy_Advance,Hardcore Pinball,106912,http://www.mobygames.com/game/hardcore-pinball,2002,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
harlem-globetrotters-world-tour,3134,Game_boy_Advance,Harlem Globetrotters: World Tour,31593,http://www.mobygames.com/game/harlem-globetrotters-world-tour,2006,0.75,0.754961934,4.9,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
harry-potter-and-the-chamber-of-secrets_,3135,Game_boy_Advance,Harry Potter and the Chamber of Secrets,23654,http://www.mobygames.com/game/harry-potter-and-the-chamber-of-secrets_,2002,3.95,3.951202647,6.9,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
harry-potter-and-the-goblet-of-fire_,3136,Game_boy_Advance,Harry Potter and the Goblet of Fire,25726,http://www.mobygames.com/game/harry-potter-and-the-goblet-of-fire_,2005,0.99,0.987800662,6.5,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
harry-potter-and-the-order-of-the-phoenix_,3137,Game_boy_Advance,Harry Potter and the Order of the Phoenix,30217,http://www.mobygames.com/game/harry-potter-and-the-order-of-the-phoenix_,2007,15,15.00045862,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
harry-potter-and-the-prisoner-of-azkaban-,3138,Game_boy_Advance,Harry Potter and the Prisoner of Azkaban,15797,http://www.mobygames.com/game/harry-potter-and-the-prisoner-of-azkaban-,2004,5.49,5.489349392,6.8,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
harry-potter-and-the-sorcerers-stone_,3139,Game_boy_Advance,Harry Potter and the Sorcerer's Stone,21208,http://www.mobygames.com/game/harry-potter-and-the-sorcerers-stone_,2001,,0,6.9,0,0,0,0,0,F:入手困難,1,N,,,,,,,
harvest-moon-friends-of-mineral-town,3140,Game_boy_Advance,Harvest Moon: Friends of Mineral Town,12227,http://www.mobygames.com/game/harvest-moon-friends-of-mineral-town,2003,9.99,9.990898122,7.7,1,0,0,0,1,A: 中古流通のみ,1,N,,Previously available on Wii U Virtual Console.,,,,,
harvest-moon-more-friends-of-mineral-town,3141,Game_boy_Advance,Harvest Moon: More Friends of Mineral Town,21502,http://www.mobygames.com/game/harvest-moon-more-friends-of-mineral-town,2003,11.06,11.06336741,7.5,1,0,0,0,1,A: 中古流通のみ,1,N,,Previously available on Wii U Virtual Console.,,,,,
harvest-time,3142,Game_boy_Advance,Harvest Time,31315,http://www.mobygames.com/game/harvest-time,2002,,0,,0,0,0,0,0,F:入手困難,1,N,,Pokemon e-Reader game,,,,,
hello-kitty-happy-party-pals,3143,Game_boy_Advance,Hello Kitty: Happy Party Pals,73711,http://www.mobygames.com/game/hello-kitty-happy-party-pals,2005,3.99,3.993536961,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
hey-arnold-the-movie,3144,Game_boy_Advance,Hey Arnold! The Movie,45604,http://www.mobygames.com/game/hey-arnold-the-movie,2002,7.95,7.951795328,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
hi-hi-puffy-amiyumi-kaznapped,3145,Game_boy_Advance,Hi Hi Puffy AmiYumi: Kaznapped!,61183,http://www.mobygames.com/game/hi-hi-puffy-amiyumi-kaznapped,2005,11.35,11.35265189,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
high-heat-major-league-baseball-2002_,3146,Game_boy_Advance,High Heat Major League Baseball 2002,78988,http://www.mobygames.com/game/high-heat-major-league-baseball-2002_,2001,4.98,4.981337623,7.1,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
high-heat-major-league-baseball-2003_,3147,Game_boy_Advance,High Heat Major League Baseball 2003,78989,http://www.mobygames.com/game/high-heat-major-league-baseball-2003_,2002,6.41,6.413648583,6.1,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
high-school-musical-livin-the-dream,3148,Game_boy_Advance,High School Musical: Livin' the Dream,159453,http://www.mobygames.com/game/high-school-musical-livin-the-dream,2007,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
hold-down-hoppip,3149,Game_boy_Advance,Hold Down Hoppip,31298,http://www.mobygames.com/game/hold-down-hoppip,2001,,0,,0,0,0,0,0,F:入手困難,1,N,,Pokemon e-Reader game,,,,,
horsez_,3150,Game_boy_Advance,Horsez,36304,http://www.mobygames.com/game/horsez_,2006,1.95,1.947378448,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
hot-potato,3151,Game_boy_Advance,Hot Potato!,12755,http://www.mobygames.com/game/hot-potato,2001,4.99,4.988393342,6.8,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
hot-wheels-all-out,3152,Game_boy_Advance,Hot Wheels: All Out,44196,http://www.mobygames.com/game/hot-wheels-all-out,2006,2,2.0038242,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
hot-wheels-burnin-rubber,3153,Game_boy_Advance,Hot Wheels: Burnin' Rubber,73956,http://www.mobygames.com/game/hot-wheels-burnin-rubber,2001,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
hot-wheels-velocity-x_,3154,Game_boy_Advance,Hot Wheels: Velocity X,69115,http://www.mobygames.com/game/hot-wheels-velocity-x_,2002,1.97,1.968545605,5.8,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
hugo-the-evil-mirror_,3155,Game_boy_Advance,Hugo: The Evil Mirror,97950,http://www.mobygames.com/game/hugo-the-evil-mirror_,2005,9.99,9.990898122,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
ice-age_,3156,Game_boy_Advance,Ice Age,185538,http://www.mobygames.com/game/ice-age_,2002,1.47,1.467589555,5.5,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
ice-age-2-the-meltdown,3157,Game_boy_Advance,Ice Age 2: The Meltdown,21927,http://www.mobygames.com/game/ice-age-2-the-meltdown,2006,0.99,0.987800662,6.7,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
ice-climber,3158,Game_boy_Advance,Ice Climber,8544,http://www.mobygames.com/game/ice-climber,2002,,0,6.3,0,0,1.2,1.3,1.2,C:正規デジタル流通のみ,1,Y,Nintendo Entertainment System - Nintendo Switch Online,GBA game is reissue of NES game. ,,,,,
ice-nine,3159,Game_boy_Advance,Ice Nine,95577,http://www.mobygames.com/game/ice-nine,2005,21.99,21.99267616,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
inspector-gadget-advance-mission,3160,Game_boy_Advance,Inspector Gadget: Advance Mission,45730,http://www.mobygames.com/game/inspector-gadget-advance-mission,2001,7,6.999273261,6.8,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
invader,3161,Game_boy_Advance,Invader,13682,http://www.mobygames.com/game/invader,2002,5.5,5.50346083,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
iridion-3d,3162,Game_boy_Advance,Iridion 3D,11283,http://www.mobygames.com/game/iridion-3d,2001,2.49,2.490668812,6.3,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,,PC port on Steam (https://store.steampowered.com/app/1132220/Iridion_3D/),,,,,
iridion-ii,3163,Game_boy_Advance,Iridion II,16528,http://www.mobygames.com/game/iridion-ii,2003,1.25,1.248862265,7.7,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,,PC port on Steam (https://store.steampowered.com/app/1132230/Iridion_II/),,,,,
island-xtreme-stunts_,3164,Game_boy_Advance,Island Xtreme Stunts,186422,http://www.mobygames.com/game/island-xtreme-stunts_,2002,3.96,3.958258366,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
its-mr-pants,3165,Game_boy_Advance,It's Mr Pants,18003,http://www.mobygames.com/game/its-mr-pants,2004,,0,7.5,0,0,0,0,0,F:入手困難,1,N,,,,,,,
jackie-chan-adventures-legend-of-the-dark-hand,3166,Game_boy_Advance,Jackie Chan Adventures: Legend of the Dark Hand,6309,http://www.mobygames.com/game/jackie-chan-adventures-legend-of-the-dark-hand,2001,9.64,9.638112172,7.2,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
james-pond-2-codename-robocod,3167,Game_boy_Advance,James Pond 2: Codename: RoboCod,581,http://www.mobygames.com/game/james-pond-2-codename-robocod,2004,,0,7.3,0,0,1.2,1.3,1.2,C:正規デジタル流通のみ,1,Y,,"Switch port, appears to largely use same game assets (https://www.nintendo.com/store/products/james-pond-codename-robocod-switch/)",,,,,
jazz-jackrabbit_,3168,Game_boy_Advance,Jazz Jackrabbit,9037,http://www.mobygames.com/game/jazz-jackrabbit_,2002,49.97,49.96860205,6.1,1,0,0,0,1,A: 中古流通のみ,1,N,,"Unique to GBA, not a port",,,,,
jet-grind-radio_,3169,Game_boy_Advance,Jet Grind Radio,69117,http://www.mobygames.com/game/jet-grind-radio_,2003,294.58,294.5762688,7,1,0.5,0,0,1.5,B:プレミア中古,1,N,,,,,,,
jonny-moseley-mad-trix_,3170,Game_boy_Advance,Jonny Moseley Mad Trix,38614,http://www.mobygames.com/game/jonny-moseley-mad-trix_,2002,1.67,1.665149687,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
juka-and-the-monophonic-menace,3171,Game_boy_Advance,Juka and the Monophonic Menace,21591,http://www.mobygames.com/game/juka-and-the-monophonic-menace,2005,,0,6.4,0,0,0,0,0,F:入手困難,1,N,,,,,,,
jumping-doduo,3172,Game_boy_Advance,Jumping Doduo,31306,http://www.mobygames.com/game/jumping-doduo,2002,,0,,0,0,0,0,0,F:入手困難,1,N,,Pokemon e-Reader game,,,,,
jurassic-park-iii-island-attack,3173,Game_boy_Advance,Jurassic Park III: Island Attack,6160,http://www.mobygames.com/game/jurassic-park-iii-island-attack,2001,18.95,18.95166127,6.3,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
jurassic-park-iii-park-builder,3174,Game_boy_Advance,Jurassic Park III: Park Builder,6159,http://www.mobygames.com/game/jurassic-park-iii-park-builder,2001,4.99,4.988393342,7.1,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
jurassic-park-iii-the-dna-factor,3175,Game_boy_Advance,Jurassic Park III: The DNA Factor,6158,http://www.mobygames.com/game/jurassic-park-iii-the-dna-factor,2001,11.11,11.10570173,5.4,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
justice-league-heroes-the-flash,3176,Game_boy_Advance,Justice League Heroes: The Flash,25220,http://www.mobygames.com/game/justice-league-heroes-the-flash,2006,5.56,5.559906582,6.6,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
justice-league-chronicles,3177,Game_boy_Advance,Justice League: Chronicles,23772,http://www.mobygames.com/game/justice-league-chronicles,2003,7.49,7.493173592,5.8,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
justice-league-injustice-for-all,3178,Game_boy_Advance,Justice League: Injustice for All,9038,http://www.mobygames.com/game/justice-league-injustice-for-all,2002,4.99,4.988393342,6.2,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
kao-the-kangaroo_,3179,Game_boy_Advance,Kao the Kangaroo,48674,http://www.mobygames.com/game/kao-the-kangaroo_,2001,3.32,3.323243655,6.3,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
karnaaj-rally,3180,Game_boy_Advance,Karnaaj Rally,44232,http://www.mobygames.com/game/karnaaj-rally,2002,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
kelly-slaters-pro-surfer_,3181,Game_boy_Advance,Kelly Slater's Pro Surfer,54712,http://www.mobygames.com/game/kelly-slaters-pro-surfer_,2002,,0,7.1,0,0,0,0,0,F:入手困難,1,N,,,,,,,
kid-klown-in-crazy-chase,3182,Game_boy_Advance,Kid Klown in Crazy Chase,11665,http://www.mobygames.com/game/kid-klown-in-crazy-chase,2002,4,4.00059268,7.1,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
killswitch_,3183,Game_boy_Advance,Kill.Switch,61060,http://www.mobygames.com/game/killswitch_,2004,17.96,17.95680489,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
killer-3d-pool,3184,Game_boy_Advance,Killer 3D Pool,117892,http://www.mobygames.com/game/killer-3d-pool,2005,4.99,4.988393342,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
kim-possible-2-drakkens-demise,3185,Game_boy_Advance,Kim Possible 2: Drakken's Demise,20536,http://www.mobygames.com/game/kim-possible-2-drakkens-demise,2004,,0,7.5,0,0,0,0,0,F:入手困難,1,N,,,,,,,
kim-possible-3-team-possible,3186,Game_boy_Advance,Kim Possible 3: Team Possible,21107,http://www.mobygames.com/game/kim-possible-3-team-possible,2005,3.5,3.49963663,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
kingdom-hearts-chain-of-memories,3187,Game_boy_Advance,Kingdom Hearts: Chain of Memories,15798,http://www.mobygames.com/game/kingdom-hearts-chain-of-memories,2004,1.04,1.037190695,7.5,1,0,0,0,1,A: 中古流通のみ,1,N,,"original unavailable, 3D remake available for PS4 as part of KINGDOM HEARTS HD 1.5 +2.5 ReMIX",,,,,
kinglers-day,3188,Game_boy_Advance,Kingler's Day,31299,http://www.mobygames.com/game/kinglers-day,2001,,0,,0,0,0,0,0,F:入手困難,1,N,,Pokemon e-Reader game,,,,,
kirby-the-amazing-mirror,3189,Game_boy_Advance,Kirby & The Amazing Mirror,20570,http://www.mobygames.com/game/kirby-the-amazing-mirror,2004,,0,7.2,0,0,1.2,1.3,1.2,C:正規デジタル流通のみ,1,Y,,Available or will be available on Nintendo Switch Online.,,,,,
kirby-puzzle,3190,Game_boy_Advance,Kirby Puzzle,32428,http://www.mobygames.com/game/kirby-puzzle,2003,,0,,0,0,0,0,0,F:入手困難,1,N,,e-Reader game,,,,,
kirby-nightmare-in-dreamland,3191,Game_boy_Advance,Kirby: Nightmare in Dreamland,56651,http://www.mobygames.com/game/kirby-nightmare-in-dreamland,2002,6,6.00441688,7.1,1,0,0,0,1,A: 中古流通のみ,1,N,,Previously available on Wii U Virtual Console.,,,,,
klonoa-2-dream-champ-tournament,3192,Game_boy_Advance,Klonoa 2: Dream Champ Tournament,20568,http://www.mobygames.com/game/klonoa-2-dream-champ-tournament,2002,11.06,11.06336741,7.7,1,0,0,0,1,A: 中古流通のみ,1,N,,Previously available on Wii U Virtual Console.,,,,,
klonoa-empire-of-dreams,3193,Game_boy_Advance,Klonoa: Empire of Dreams,20569,http://www.mobygames.com/game/klonoa-empire-of-dreams,2001,7,6.999273261,8,1,0,0,0,1,A: 中古流通のみ,1,N,,Previously available on Wii U Virtual Console.,,,,,
konami-krazy-racers,3194,Game_boy_Advance,Konami Krazy Racers,8093,http://www.mobygames.com/game/konami-krazy-racers,2001,5.4,5.397625045,7.7,1,0,0,0,1,A: 中古流通のみ,1,N,,Previously available on Wii U Virtual Console.,,,,,
kong-king-of-atlantis,3195,Game_boy_Advance,Kong: King of Atlantis,124266,http://www.mobygames.com/game/kong-king-of-atlantis,2005,5.33,5.334123574,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
kong-the-8th-wonder-of-the-world,3196,Game_boy_Advance,Kong: The 8th Wonder of the World,21377,http://www.mobygames.com/game/kong-the-8th-wonder-of-the-world,2005,3.79,3.78892111,6.8,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
lady-sia,3197,Game_boy_Advance,Lady Sia,5294,http://www.mobygames.com/game/lady-sia,2001,10.55,10.54829992,7.3,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
lara-croft-tomb-raider-legend__,3198,Game_boy_Advance,Lara Croft: Tomb Raider - Legend,35565,http://www.mobygames.com/game/lara-croft-tomb-raider-legend__,2006,,0,6.3,0,0,0,0,0,F:入手困難,1,N,,,,,,,
lara-croft-tomb-raider-the-prophecy,3199,Game_boy_Advance,Lara Croft: Tomb Raider - The Prophecy,7800,http://www.mobygames.com/game/lara-croft-tomb-raider-the-prophecy,2002,9.89,9.892118056,6.8,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
legends-of-wrestling-ii_,3200,Game_boy_Advance,Legends of Wrestling II,54817,http://www.mobygames.com/game/legends-of-wrestling-ii_,2002,3.32,3.323243655,3.9,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
lego-bionicle,3201,Game_boy_Advance,LEGO Bionicle,5073,http://www.mobygames.com/game/lego-bionicle,2001,0.99,0.987800662,5.9,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
lego-island-2-the-bricksters-revenge_,3202,Game_boy_Advance,LEGO Island 2: The Brickster's Revenge,141068,http://www.mobygames.com/game/lego-island-2-the-bricksters-revenge_,2001,,0,6.5,0,0,0,0,0,F:入手困難,1,N,,,,,,,
lego-knights-kingdom,3203,Game_boy_Advance,LEGO Knights' Kingdom,149697,http://www.mobygames.com/game/lego-knights-kingdom,2004,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
lego-racers-2,3204,Game_boy_Advance,LEGO Racers 2,7840,http://www.mobygames.com/game/lego-racers-2,2001,5.99,5.990305442,6.9,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
